item_id;published;content;channel;content_type;link;category;campaign;assigned_tags;likes;comments;shares;reach 
54502344|909855835983171586;18.09.2017 19:05;"Ready to roar.  
?? @arnaud_taquet #MBsocialcar #MBIAA17 #MercedesAMG #AMGProjectONE https://t.co/0bLTYc27Vx";TWITTER;photo;https://t.co/0bLTYc27Vx;mercedes-amg x1;IAA 2017;AMG, trade show, mercedes-amg x1;1012;21;214;80898
5383634|s6315580716310765568;18.09.2017 18:23;"The new Mercedes-Benz S 560 e - More power, more range: The latest addition to the S?Class family is a new-generation plug-in hybrid. The S 560 e has an all-electric range of around 50 kilometres. In conjunction with the Mercedes-Benz Wallbox, the on-board 7.2?kW charger allows fast charging of the battery. Plug-in hybrids represent a key technology on the road to a locally emission-free future for the motor car. This is because they offer customers the best of both worlds; in the city they can drive on battery power alone, while on long journeys they benefit from the combustion engine's range: http://mb4.me/iVVkmqdi";LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6315580716293988352;s-class sedan;IAA 2017;trade show, s-class sedan, Hybrid;70;0;14;11591
6604386669|10155232214476670;16.04.2017 01:00;Chester of Linkin Park gets comfy in his Mercedes-AMG GT S while filming the #HeavyLP music video! See the full video here: http://lprk.co/heavyvideo;FACEBOOK;video;https://facebook.com/6604386669/posts/10155232214476670;amg-gt coupé;NULL;AMG, amg-gt coupé;21519;117;998;484390
25749975|1493910640733373653;16.04.2017 02:00;Drive tastefully! #MBFanPhoto by @mercithewagon #mercedes #mercedesbenz #mbcar #cartastic #interior #goodoldtimes #mbclassic #classiccar #luxury #lifestyle #300ce;INSTAGRAM;image;https://www.instagram.com/p/BS7b9ALFsTV/;classic;NULL;classic;147637;275;n/a;2108616
54502344|909825628379258880;18.09.2017 17:05;Got 60 seconds?  Check out the hot & cool design of the new Mercedes-Benz Concept EQA. #MBIAA17 https://t.co/bpMrmWaABG;TWITTER;NULL;https://t.co/bpMrmWaABG;mercedes-benz;IAA 2017;trade show, mercedes-benz, EQ, Electric CH;128;4;25;40645
54502344|909810534769418240;18.09.2017 16:05;"Sunsets are just better with the top down. 
?? @arnaud_taquet #MBsocialcar #RoadtoIAA #MBIAA17 #EClass https://t.co/ehBBAXukPm";TWITTER;photo;https://t.co/ehBBAXukPm;e-class cabrio;IAA 2017;trade show, e-class cabrio;542;8;112;52349
54502344|909795440903753728;18.09.2017 15:05;"Do you like racing stripes?!  So does the #MercedesBenz #CLA.
?? Cedric Bloch #MBsocialcar #MBIAA17
[Csn 4.9-4.6l/10… https://t.co/zcdID81JnD";TWITTER;NULL;https://t.co/zcdID81JnD;CLA coupé;IAA 2017;trade show, CLA coupé;820;8;164;66388
54502344|909780359897862144;18.09.2017 14:05;"Classic Silver Arrows still look fast!  
?? Dennis Noten #MBsocialcar #IAA17 https://t.co/CzFmfp2IAY";TWITTER;photo;https://t.co/CzFmfp2IAY;classic;IAA 2017;classic, trade show;382;4;73;53549
25749975|1494046862273308231;16.04.2017 06:31;"Tough to hide this ð easter egg. ð Photo shot by @attasss.
___________________________
#MercedesBenz #CClass #mbfanphoto #automotivedesign #happyeasterð° #happyeaster2016 #Exclusive #Sundayvibes";INSTAGRAM;image;https://www.instagram.com/p/BS767SXlmZH/;c-class sedan;NULL;c-class sedan, #mbfanphoto;190781;396;n/a;2399178
6604386669|10155232226201670;16.04.2017 08:07;"Behind the scenes at the filming of car-com #QuickMick – Fahrschule
Furious with Mick Schumacher, Harry G and the Mercedes-AMG A 45 in the starring roles. All the videos and further info can be found here:
http://mb4.me/quickmick

[Mercedes-AMG A 45 | Fuel consumption combined: 7.3-6.9 l/100 km | Combined CO2 emissions: 171–162 g/km | http://benz.me/efficiency_statement]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155232226201670;sports;#QuickMick;a-class, AMG, sports;11204;30;182;184068
25749975|1494189029667082651;16.04.2017 11:13;"All set up for the weekend. ðð» Video via @mboakville.
_______________________
#MercedesBenz #mbfanphoto #happyeasterð° #happyeaster2016 #letsdrivesomewhere #mbcar #carwash";INSTAGRAM;video;https://www.instagram.com/p/BS8bQGEl5Gb/;passenger-cars;NULL;passenger-cars, #mbfanphoto;96325;196;n/a;1886070
25749975|1494240892747667608;16.04.2017 12:56;"Behind the scenes during filming for #QuickMick â Fahrschule Furious with @mickschumacher, @harry_g_offiziell and the Mercedes-AMG A 45 in the star roles.

#MercedesBenz #Mercedes #MBcars #A45 #QuickMick #TeamMS #carcom [Mercedes-AMG A 45 | Fuel consumption combined: 7.3-6.9 l/100 km | Combined CO2 emissions: 171â162 g/km]";INSTAGRAM;image;https://www.instagram.com/p/BS8nCzVFliY/;sports;#QuickMick;a-class, AMG, sports;102662;137;n/a;NULL
mercedesbenztv|8GzE0toDc24;18.09.2017 00:00;"IAA 2017 Future Talk [German Only] mit Christoph von Hugo: Autonomes Fahren – Mehr als nur ein Hype.
Live von der Internationalen Automobil Ausstellung (IAA) in Frankfurt – Future Talk mit Christoph von Hugo, Leiter Aktive Sicherheit und Ratings.
Autonomes Fahren ist eines der entscheidenden Themen für die Autoindustrie. Die Anfänge sind durch Assistenzsysteme schon gemacht.

Der Livestream begint am 18. September 11:30 Uhr. #MBIAA17
Mehr zu Mercedes-Benz auf der IAA: http://mb4.me/2017-IAA";YOUTUBE;video;https://www.youtube.com/watch?v=8GzE0toDc24;other;IAA 2017;trade show, other;76;6;n/a;2693
mercedesbenztv|KN4WzGmxpJE;18.09.2017 00:00;"Mercedes-AMG: Milestones – Episode 4: 1998
Mercedes-AMG stands for high-performance vehicles made in Germany. Founded in 1967 in Großaspach as AMG, the company has ever since gained great success in developing some of the best motorsport vehicles in the world. In 1998, the evolutionary CLK LM with a V8 engine was introduced. It dominated the GT World Championship against likewise further developed competitors.

Subscribe to Mercedes-Benz on YouTube: http://www.youtube.com/subscription_center?add_user=MercedesBenzTV

Experience the world of Mercedes-Benz: http://benz.me/international/";YOUTUBE;video;https://www.youtube.com/watch?v=KN4WzGmxpJE;sports;NULL;AMG, sports;192;13;n/a;5636
mercedesbenztv|ARhS2be-_r0;18.09.2017 00:00;"Mercedes-AMG Compact Cars: Andrew Myers and the CLA Shooting Brake
Three vehicles in the Mercedes-AMG NGCC series, three different characters that nevertheless pursue the same ideals: they disrupt the expectations of their respective environments. A compact car with more than 350 hp? A coupé estate with racing genes? Apparent contradictions that disrupt wisdom and convention, freeing up the space for something new. Subscribe to Mercedes-Benz on YouTube and don't miss an episode: http://www.youtube.com/subscription_center?add_user=MercedesBenzTV

That’s the way our testimonials in this campaign live, too.
Their motto: Life without performance? Unthinkable.

In this video, artist, painter and sculptor Andrew Myers talks about his art and goes for a ride in a Mercedes-AMG CLA. 

► Experience the world of Mercedes-Benz: http://benz.me/international/

► More interesting playlists: 
CLA: https://www.youtube.com/playlist?list=PL0ORtgsuktfm_1lGPhPA6-OjtRQXfMypl
Mercedes-AMG: https://www.youtube.com/playlist?list=PLDE663109C5BC6913
Lifestyle: https://www.youtube.com/playlist?list=PLEFD42CB1063ADFBD

► Mercedes-Benz on Social Media:
https://facebook.com/MercedesBenz
https://twitter.com/MercedesBenz
https://www.instagram.com/mercedesbenz/";YOUTUBE;video;https://www.youtube.com/watch?v=ARhS2be-_r0;CLA shooting brake;NULL;AMG, CLA shooting brake;62;2;n/a;4815
mercedesbenztv|x4GTs_i5q2s;18.09.2017 00:00;"smart urban pioneers – the final is on!
The smart urban pioneers idea contest is back: this year smart gave twelve start-ups the chance to pitch their ideas and show how they plan to take city life to the future. Three of them made it to the final and you can join them live. Which one will win? 

More information on the smart urban pioneers: smart.com/smarturbanpioneers";YOUTUBE;video;https://www.youtube.com/watch?v=x4GTs_i5q2s;other;NULL;other, Me Convention;100;2;n/a;3322
mercedesbenztv|Iv8kyb6rJo4;18.09.2017 00:00;"me Convention Talks: Sasha Samochina // Insight Stage
LIVE at me Convention: Sasha Samochina – Science & Art: Two Different Pairs of Shoes? 
Learn how storytelling translates science into beautiful art! Listen to Sasha Samochina on #NewRealities right now at me Convention. #createthenew";YOUTUBE;video;https://www.youtube.com/watch?v=Iv8kyb6rJo4;other;NULL;other, Me Convention;59;1;n/a;1833
mercedesbenztv|SdkwYZsoL30;18.09.2017 00:00;"me Convention Talks: Fashion Panel with Amber Valletta & Co // Forum II Stage
LIVE at me Convention: Amber Valletta , Ryan Gellert, Céline Semaan & Liz Bacelar – Fashion and Mindfulness. How important is ethical fashion? They represent environmentally responsible fashion. Check out their point of view on #NewCreation RIGHT NOW.";YOUTUBE;video;https://www.youtube.com/watch?v=SdkwYZsoL30;other;NULL;other, Me Convention;60;3;n/a;1909
6604386669|10155247807686670;16.04.2017 17:06;"Congratulations to Lewis Hamilton and Valtteri Bottas on P2 and P3 and another double podium for the Silver Arrows! #BahrainGP
via Mercedes-AMG Petronas Motorsport";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155247807686670;formula-one;NULL;formula-one;2731;17;52;74462
54502344|909534981516595205;17.09.2017 21:50;"The long road to success!
?? @cybism #MBPhotopass @MBUSA https://t.co/3sIqmLzg3h";TWITTER;photo;https://t.co/3sIqmLzg3h;GLE suv;NULL;GLE suv;587;8;111;60381
25749975|1494383505853235010;16.04.2017 17:40;"Look what we found! Happy Easter everyone!

Photo by @basfransenphotography

#happyeaster #cclass #relax #mbfanphoto #holidays #bekind #begood #thebestornothing #ð° #ð¥ #â¤ï¸";INSTAGRAM;image;https://www.instagram.com/p/BS9HeGIlb9C/;c-class sedan;NULL;c-class sedan, #mbfanphoto;115437;206;n/a;1835484
54502344|909493444288110592;17.09.2017 19:05;"The Mercedes-Benz Concept EQA is the newest, fully electric Mercedes-Benz concept car. #MBIAA17
https://t.co/2QX3TzwJ3l";TWITTER;NULL;https://t.co/2QX3TzwJ3l;mercedes-benz;IAA 2017;trade show, mercedes-benz, EQ, Electric CH;131;1;23;38145
6604386669|10155236672916670;16.04.2017 19:10;"A great place to spend the weekend. And a lakeside.

#MBsocialcar by Bas Fransen Photography.";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155236672916670;c-class cabrio;#MBsocialcar;c-class cabrio;7291;38;125;142407
54502344|909477461347508225;17.09.2017 18:01;Visit the #MercedesBenz booth at @iaamesse now and get a Mercedes me Adapter for free! More information:… https://t.co/FsLeneqjjo;TWITTER;NULL;https://t.co/FsLeneqjjo;service-parts;IAA 2017;service-parts, trade show;301;4;59;45123
54502344|909463270364413952;17.09.2017 17:05;"Your wish is my command!
?? Tomislav Vukosav #MBsocialcar #Zurich https://t.co/8WbFcHHnnf";TWITTER;photo;https://t.co/8WbFcHHnnf;SL;#MBsocialcar;SL;1200;16;224;77764
25749975|1494511924217857826;16.04.2017 21:55;"Photo opportunity.

Max Leitner took the Mercedes-AMG GLC 43 on a roadtrip from SchwÃ¤bisch-GmÃ¼nd to Hamburg. #MBsocialcar #MBrent

Special thanks to @mb_ulm_schwaebisch_gmuend

#MercedesBenz #Mercedes #MBcars #GLC #MercedesAMG #AMG #CarsofInstagram [Mercedes-AMG GLC 43 | Combined fuel consumption: 8.7-8.3 l/100km | Combined CO2 emissions: 199-189 g/km]";INSTAGRAM;image;https://www.instagram.com/p/BS9kq1Dl0ci/;GLC suv;#MBsocialcar;AMG, GLC suv;121565;193;n/a;1941691
54502344|909433073334407169;17.09.2017 15:05;The “Fit & Healthy” concept, already known from the Mercedes-Maybach S-Class, was expanded by four applications.… https://t.co/xXYEVpjhdE;TWITTER;NULL;https://t.co/xXYEVpjhdE;other;NULL;other;298;0;77;49339
6604386669|10155232281281670;17.04.2017 01:00;"Opposites attract. Contrasts sharpen the senses. We took a 37-year old Steyr-Daimler-Puch 230 G and a brand-new Mercedes-AMG G 63 for a ride across the bridges over the Elbe: http://benz.me/the-four-seasons

Thanks to Fairmont Hotel Vier Jahreszeiten, Nikkei Nine and Mercedes-Benz Museum.

[Mercedes-AMG G 63 | Combined fuel consumption: 13.8 l/100km | Combined CO2 emissions: 322g/km | http://mb4.me/EfficiencyStatement]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155232281281670;g-class suv;#MBsocialcar;AMG, g-class suv;7258;43;192;158508
5383634|s6315163851268636672;17.09.2017 14:46;Mercedes-Benz X-Class can now be ordered: Pickup meets lifestyle: public premiere of the new X-Class - Two months before its European market launch, the Mercedes among pickups is celebrating its public premiere at the International Motor Show (IAA) in Frankfurt. The new X-Class unites the typical characteristics of a pickup with the classical strengths of a Mercedes: convincing robustness with modern design, impressive off-road capabilities with high driving dynamics and safety, sophisticated functionality and stylish comfort: http://mb4.me/x_class_lkd;LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6315163851247669248;x-class;IAA 2017;trade show, X-Class;68;1;9;10268
25749975|1494635091254904721;17.04.2017 02:00;Taking care of places that you love, like Yosemite National Park, is a job that everyone can do! Photo by @log42 #mercedes #mercedesbenz #gle #yosemite #mbsocialcar;INSTAGRAM;image;https://www.instagram.com/p/BS-ArJTFQeR/;GLE suv;#MBsocialcar;GLE suv;156270;192;n/a;2134009
54502344|909388704485040129;17.09.2017 12:08;The smart urban pioneers idea contest is back. Three of twelve start-ups made it to the final and you can join them… https://t.co/WpZEm7Ms1V;TWITTER;NULL;https://t.co/WpZEm7Ms1V;other;NULL;other, Livestream, Me Convention;348;8;71;65961
25749975|1494771640319750505;17.04.2017 06:31;"Monday mornings in Style. ð´ð» Photo via @mrgumbatron and @mercedesbenzau.
_________________________
#MercedesBenz #Starâ­ï¸ #mbfanphoto #travelinginstyle #automotivedesign #fashionist #MondayMornings #mbcar";INSTAGRAM;image;https://www.instagram.com/p/BS-fuMhljFp/;c-class cabrio;NULL;c-class cabrio, #mbfanphoto;126452;204;n/a;1885560
54502344|909356951414308865;17.09.2017 10:02;Trying to spread the word of art +  science to the masses, @cloudsasha says it's possible. Check her #NewRealities … https://t.co/F7nSNpFKld;TWITTER;NULL;https://t.co/F7nSNpFKld;other;NULL;other, Livestream, Me Convention;329;8;78;58477
54502344|909342545607409665;17.09.2017 09:05;How to bring fashion and mindful manufacturing together? @ambervalletta on how #NewCreation combined fair trade&fas… https://t.co/8E3GOW60IR;TWITTER;NULL;https://t.co/8E3GOW60IR;other;NULL;other, Livestream, Me Convention;303;10;55;60099
6604386669|10155235790551670;17.04.2017 08:01;"Photo opportunity.

Max Leitner took the Mercedes-AMG GLC 43 on a roadtrip from Schwäbisch-Gmünd to Hamburg. #MBsocialcar #MBrent

Special thanks to Mercedes-Benz Ulm/Schwäbisch Gmünd.

[Mercedes-AMG GLC 43 | Combined fuel consumption: 8.7-8.3 l/100km | Combined CO2 emissions: 199-189 g/km | http://benz.me/efficiency_statement]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155235790551670;GLC suv;#MBsocialcar;AMG, GLC suv;13880;50;390;261925
25749975|1494982518449217111;17.04.2017 13:30;"Performance and dynamism in its purest form.
The Mercedes-AMG GT Roadster on tour in Arizona.

#MercedesAMG #Mercedes #AMG #MercedesBenz #Supercar
[Mercedes-AMG GT Roadster | Fuel consumption combined: 9.6â9.4 l/100 km | Combined CO2 emissions: 224â219 g/km]";INSTAGRAM;image;https://www.instagram.com/p/BS_Pq4FlZ5X/;amg-gt roadster;NULL;AMG, amg-gt roadster;237944;529;n/a;2634698
54502344|909251863609999360;17.09.2017 03:05;"Taking center stage!
@philipprpprcht #MBsocialcar https://t.co/o2S0O8gjw0";TWITTER;photo;https://t.co/o2S0O8gjw0;e-class coupé;#MBsocialcar;e-class coupé;587;5;112;55183
25749975|1495088330572056494;17.04.2017 17:00;"Mercedes-Benz Concept A Sedan. World premiere 18th April, 2017. #AutoShanghai

#MercedesBenz #Mercedes #MBcars #MBdesign #AutoChina";INSTAGRAM;video;https://www.instagram.com/p/BS_nupTlEeu/;mercedes-benz;#AutoShanghai 2017;trade show, mercedes-benz;61778;238;n/a;1566883
